Lake,Latitude,Longitude,County,Country,Site,Constituent_Name,Trend_Arrows,Trend_Direction,Trend,Final_Slope,N,Site_ANOVA,Seasonal_ANOVA,POR_Start ,POR_End,%change,POR_Years,Y-intercept,End_Point,units
Perry,36.252986,-97.337378,Noble,US,Whole Lake,Turbidity (NTU),-3,down,↓↓↓,-2.068,26,*,**,11/17/2004,11/21/2022,-164.0%,18,60,22.73,NTU
PineCreek,34.113231,-95.078511,McCurtain,US,Whole Lake,Chlorophyll (ug/L),1,up,↑,0.3758,31,***,***,8/7/2002,9/14/2021,43.1%,19,9.5,16.68,ug/L
PineCreek,34.113231,-95.078511,McCurtain,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,38,NS,NS,5/18/1998,9/14/2021,NS Trend,23,NS Trend,NS Trend,mg/L
PineCreek,34.113231,-95.078511,McCurtain,US,Whole Lake,Secchi (cm),-1,down,↓,-0.9851,27,***,***,10/21/2003,9/14/2021,-29.2%,18,78,60.35,cm
PineCreek,34.113231,-95.078511,McCurtain,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,0.85,40,NS,*,5/18/1998,7/28/2021,43.2%,23,26,45.79,uS/cm
PineCreek,34.113231,-95.078511,McCurtain,US,Whole Lake,Total Phosphorus (mg/L),3,up,↑↑↑,0.000545,38,NS,***,5/18/1998,9/14/2021,34.6%,23,0.024,0.04,mg/L
PineCreek,34.113231,-95.078511,McCurtain,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,27,***,***,10/21/2003,9/14/2021,NS Trend,18,NS Trend,NS Trend,NTU
Ponca,36.721492,-97.025436,Kay,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.79,39,NS,***,1/7/2003,1/4/2023,63.7%,20,9,24.80,ug/L
Ponca,36.721492,-97.025436,Kay,US,Whole Lake,Total Nitrogen (mg/L),3,up,↑↑↑,0.01105,42,NS,***,11/2/1999,11/29/2022,25.4%,23,0.75,1.01,mg/L
Ponca,36.721492,-97.025436,Kay,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,25,NS,***,11/22/2004,11/29/2022,NS Trend,18,NS Trend,NS Trend,cm
Ponca,36.721492,-97.025436,Kay,US,Whole Lake,Conductivity (uS/cm),2,up,↑↑,2.04,37,NS,***,5/22/1998,10/18/2022,14.2%,24,300,349.83,uS/cm
Ponca,36.721492,-97.025436,Kay,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,37,NS,***,11/2/1999,11/29/2022,NS Trend,23,NS Trend,NS Trend,mg/L
Ponca,36.721492,-97.025436,Kay,US,Whole Lake,Turbidity (NTU),-2,down,↓↓,-0.1597,30,***,***,11/22/2004,12/31/2022,-35.7%,18,11,8.11,NTU
RCLongmire,34.745889,-97.056636,Garvin,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.5445,27,NS,***,11/6/2002,9/15/2019,47.9%,17,10,19.18,ug/L
RCLongmire,34.745889,-97.056636,Garvin,US,Whole Lake,Total Nitrogen (mg/L),3,up,↑↑↑,0.01514,32,**,***,11/15/2000,8/6/2019,27.4%,19,0.75,1.03,mg/L
RCLongmire,34.745889,-97.056636,Garvin,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,21,***,NS,11/15/2000,8/6/2019,NS Trend,19,NS Trend,NS Trend,cm
RCLongmire,34.745889,-97.056636,Garvin,US,Whole Lake,Conductivity (uS/cm),-3,down,↓↓↓,-2.12,23,NS,***,11/16/2002,8/6/2019,-13.6%,17,295,259.61,uS/cm
RCLongmire,34.745889,-97.056636,Garvin,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,32,NS,NS,11/15/2000,8/6/2019,NS Trend,19,NS Trend,NS Trend,mg/L
RCLongmire,34.745889,-97.056636,Garvin,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,24,NS,*,11/15/2000,8/6/2019,NS Trend,19,NS Trend,NS Trend,NTU
Rocky,35.167161,-99.074258,Washita,US,Whole Lake,Chlorophyll (ug/L),2,up,↑↑,2.79,18,NS,***,11/13/2003,10/7/2017,51.9%,14,36,74.81,ug/L
Rocky,35.167161,-99.074258,Washita,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,21,NS,***,6/22/1998,9/12/2017,NS Trend,19,NS Trend,NS Trend,mg/L
Rocky,35.167161,-99.074258,Washita,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,15,***,***,3/6/2001,9/12/2017,NS Trend,17,NS Trend,NS Trend,cm
Rocky,35.167161,-99.074258,Washita,US,Whole Lake,Conductivity (uS/cm),1,up,↑,8.78,21,NS,*,3/6/2001,10/12/2017,22.9%,17,490,635.85,uS/cm
Rocky,35.167161,-99.074258,Washita,US,Whole Lake,Total Phosphorus (mg/L),3,up,↑↑↑,0.0051,21,NS,**,6/22/1998,10/17/2017,48.4%,19,0.105,0.20,mg/L
Rocky,35.167161,-99.074258,Washita,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,19,*,***,3/6/2001,9/12/2017,NS Trend,17,NS Trend,NS Trend,NTU
RSKerr,35.345342,-94.779706,Sequoyah,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,26,NS,***,7/16/2002,9/13/2021,NS Trend,19,NS Trend,NS Trend,ug/L
RSKerr,35.345342,-94.779706,Sequoyah,US,Whole Lake,Total Nitrogen (mg/L),1,up,↑,0.01037,31,***,***,10/14/1999,9/13/2021,22.1%,22,0.8,1.03,mg/L
RSKerr,35.345342,-94.779706,Sequoyah,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,18,NS,*,11/15/2004,9/13/2021,NS Trend,17,NS Trend,NS Trend,cm
RSKerr,35.345342,-94.779706,Sequoyah,US,Whole Lake,Conductivity (uS/cm),-1,down,↓,-12.93,26,***,***,10/4/1999,2/2/2021,-58.2%,21,750,473.97,uS/cm
RSKerr,35.345342,-94.779706,Sequoyah,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,31,***,***,10/4/1999,9/13/2021,NS Trend,22,NS Trend,NS Trend,mg/L
RSKerr,35.345342,-94.779706,Sequoyah,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,19,NS,NS,11/15/2004,9/13/2021,NS Trend,17,NS Trend,NS Trend,NTU
Sahoma,36.029922,-96.152269,Creek,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.7891,22,***,***,9/2/2003,11/13/2022,93.8%,19,1,16.16,ug/L
Sahoma,36.029922,-96.152269,Creek,US,Whole Lake,Total Nitrogen (mg/L),2,up,↑↑,0.01391,26,NS,***,10/1/2001,11/17/2022,29.6%,21,0.7,0.99,mg/L
Sahoma,36.029922,-96.152269,Creek,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,19,NS,***,9/2/2003,10/10/2022,NS Trend,19,NS Trend,NS Trend,cm
Sahoma,36.029922,-96.152269,Creek,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,3.54,21,NS,***,10/2/2001,10/10/2022,35.5%,21,135,209.40,uS/cm
Sahoma,36.029922,-96.152269,Creek,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,26,NS,NS,10/1/2001,10/10/2022,NS Trend,21,NS Trend,NS Trend,mg/L
Sahoma,36.029922,-96.152269,Creek,US,Whole Lake,Turbidity (NTU),-1,down,↓,-0.7,19,NS,***,9/2/2003,10/10/2022,-98.3%,19,27,13.62,NTU
Sardis,34.632086,-95.350847,Pushmataha,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,34,NS,NS,11/18/2002,11/7/2022,NS Trend,20,NS Trend,NS Trend,ug/L
Sardis,34.632086,-95.350847,Pushmataha,US,Whole Lake,Total Nitrogen (mg/L),3,up,↑↑↑,0.009261,37,NS,***,11/8/1999,11/7/2022,37.8%,23,0.35,0.56,mg/L
Sardis,34.632086,-95.350847,Pushmataha,US,Whole Lake,Secchi (cm),-3,down,↓↓↓,-2.219,27,NS,***,10/11/2004,11/7/2022,-115.1%,18,75,34.87,cm
Sardis,34.632086,-95.350847,Pushmataha,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,0.54,33,NS,NS,11/7/1999,12/19/2022,22.7%,23,43,55.59,uS/cm
Sardis,34.632086,-95.350847,Pushmataha,US,Whole Lake,Total Phosphorus (mg/L),3,up,↑↑↑,0.001086,37,*,***,11/8/1999,11/7/2022,53.2%,23,0.022,0.05,mg/L
Sardis,34.632086,-95.350847,Pushmataha,US,Whole Lake,Turbidity (NTU),3,up,↑↑↑,0.8228,27,***,***,10/11/2004,11/7/2022,50.6%,18,14.5,29.38,NTU
ShawneeTwin#1,35.347314,-97.064994,Pottawatomie,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.254,31,NS,NS,11/25/2003,12/13/2022,80.1%,19,1.2,6.04,ug/L
ShawneeTwin#1,35.347314,-97.064994,Pottawatomie,US,Whole Lake,Total Nitrogen (mg/L),2,up,↑↑,0.005543,39,NS,***,5/13/1998,11/9/2022,23.2%,25,0.45,0.59,mg/L
ShawneeTwin#1,35.347314,-97.064994,Pottawatomie,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,22,NS,***,11/25/2003,11/9/2022,NS Trend,19,NS Trend,NS Trend,cm
ShawneeTwin#1,35.347314,-97.064994,Pottawatomie,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,3.25,34,NS,NS,5/13/1998,12/23/2022,29.7%,25,190,270.10,uS/cm
ShawneeTwin#1,35.347314,-97.064994,Pottawatomie,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,32,NS,*,5/13/1998,11/9/2022,NS Trend,25,NS Trend,NS Trend,mg/L
ShawneeTwin#1,35.347314,-97.064994,Pottawatomie,US,Whole Lake,Turbidity (NTU),-3,down,↓↓↓,-0.3627,30,NS,***,11/25/2003,11/9/2022,-122.4%,19,12.5,5.62,NTU
ShawneeTwin#2,35.356297,-97.068978,Pottawatomie,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.4295,33,NS,***,11/25/2003,12/13/2022,73.2%,19,3,11.19,ug/L
ShawneeTwin#2,35.356297,-97.068978,Pottawatomie,US,Whole Lake,Total Nitrogen (mg/L),3,up,↑↑↑,0.01369,41,NS,**,5/13/1998,11/9/2022,40.2%,25,0.5,0.84,mg/L
ShawneeTwin#2,35.356297,-97.068978,Pottawatomie,US,Whole Lake,Secchi (cm),2,up,↑↑,1.38,27,***,***,2/25/2004,11/9/2022,31.2%,19,57,82.83,cm
ShawneeTwin#2,35.356297,-97.068978,Pottawatomie,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,2.89,39,NS,NS,5/13/1998,12/23/2022,28.3%,25,180,251.18,uS/cm
ShawneeTwin#2,35.356297,-97.068978,Pottawatomie,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,38,NS,***,5/13/1998,11/9/2022,NS Trend,25,NS Trend,NS Trend,mg/L
ShawneeTwin#2,35.356297,-97.068978,Pottawatomie,US,Whole Lake,Turbidity (NTU),-3,down,↓↓↓,-0.6826,29,***,***,11/25/2003,11/9/2022,-631.3%,19,15,2.05,NTU
Shell,36.181003,-96.181058,Osage,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.3609,19,**,***,9/2/2003,11/3/2018,37.8%,15,9,14.48,ug/L
Shell,36.181003,-96.181058,Osage,US,Whole Lake,Total Nitrogen (mg/L),2,up,↑↑,0.01077,22,**,**,10/1/2001,8/27/2018,19.5%,17,0.75,0.93,mg/L
Shell,36.181003,-96.181058,Osage,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,16,NS,***,9/2/2003,8/27/2028,NS Trend,25,NS Trend,NS Trend,cm
Shell,36.181003,-96.181058,Osage,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,5.31,22,NS,*,10/2/2001,9/26/2018,42.9%,17,120,210.26,uS/cm
Shell,36.181003,-96.181058,Osage,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,22,NS,***,10/1/2001,8/27/2018,NS Trend,17,NS Trend,NS Trend,mg/L
Shell,36.181003,-96.181058,Osage,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,16,**,***,9/2/2003,8/27/2018,NS Trend,15,NS Trend,NS Trend,NTU
Skiatook,36.350275,-96.093058,Osage,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.125,30,NS,***,6/9/2003,11/23/2022,35.1%,19,4.5,6.93,ug/L
Skiatook,36.350275,-96.093058,Osage,US,Whole Lake,Total Nitrogen (mg/L),1,up,↑,0.003521,37,***,***,10/18/1999,10/19/2022,13.9%,23,0.5,0.58,mg/L
Skiatook,36.350275,-96.093058,Osage,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,23,***,***,9/20/2004,10/19/2022,NS Trend,18,NS Trend,NS Trend,cm
Skiatook,36.350275,-96.093058,Osage,US,Whole Lake,Conductivity (uS/cm),1,up,↑,1.62,37,**,***,10/19/1999,10/19/2022,14.0%,23,230,267.31,uS/cm
Skiatook,36.350275,-96.093058,Osage,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,35,***,***,10/18/1999,10/19/2022,NS Trend,23,NS Trend,NS Trend,mg/L
Skiatook,36.350275,-96.093058,Osage,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,24,***,***,9/20/2004,10/19/2022,NS Trend,18,NS Trend,NS Trend,NTU
Sooner,36.457703,-96.996131,Pawnee,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,27,***,***,4/24/2003,9/21/2020,NS Trend,17,NS Trend,NS Trend,ug/L
Sooner,36.457703,-96.996131,Pawnee,US,Whole Lake,Total Nitrogen (mg/L),3,up,↑↑↑,0.01016,31,*,*,10/11/1999,9/21/2020,31.2%,21,0.47,0.68,mg/L
Sooner,36.457703,-96.996131,Pawnee,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,19,***,***,11/17/2004,9/21/2020,NS Trend,16,NS Trend,NS Trend,cm
Sooner,36.457703,-96.996131,Pawnee,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,22.91,31,NS,NS,10/11/1999,10/28/2020,21.1%,21,1800,2282.55,uS/cm
Sooner,36.457703,-96.996131,Pawnee,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,31,NS,***,10/11/1999,9/21/2020,NS Trend,21,NS Trend,NS Trend,mg/L
Sooner,36.457703,-96.996131,Pawnee,US,Whole Lake,Turbidity (NTU),-3,down,↓↓↓,-0.1528,23,***,***,11/17/2004,9/21/2020,-78.7%,16,5.5,3.08,NTU
Spavinaw,36.382919,-95.046614,Mayes,US,Whole Lake,Chlorophyll (ug/L),2,up,↑↑,0.158,30,,,6/9/2003,11/23/2022,43.5%,19,4,7.08,ug/L
Spavinaw,36.382919,-95.046614,Mayes,US,Whole Lake,Total Nitrogen (mg/L),1,up,↑,0.01517,35,,,10/17/2002,8/29/2019,29.9%,17,0.6,0.86,mg/L
Spavinaw,36.382919,-95.046614,Mayes,US,Whole Lake,Secchi (cm),-2,down,↓↓,-1.863,26,,,10/27/2004,8/25/2019,-30.6%,15,118,90.36,cm
Spavinaw,36.382919,-95.046614,Mayes,US,Whole Lake,Conductivity (uS/cm),0,N/A,NS Trend,N/A,36,NS,***,10/17/2002,7/30/2019,NS Trend,17,NS Trend,NS Trend,uS/cm
Spavinaw,36.382919,-95.046614,Mayes,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,35,,,10/17/2002,7/30/2019,NS Trend,17,NS Trend,NS Trend,mg/L
Spavinaw,36.382919,-95.046614,Mayes,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,30,,,10/27/2004,7/30/2019,NS Trend,15,NS Trend,NS Trend,NTU
Stanley Draper,35.327661,-97.351253,Cleveland,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.07443,29,NS,***,9/9/2003,10/23/2021,36.0%,18,2.4,3.75,ug/L
Stanley Draper,35.327661,-97.351253,Cleveland,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,34,NS,NS,10/11/2001,9/21/2021,NS Trend,20,NS Trend,NS Trend,mg/L
Stanley Draper,35.327661,-97.351253,Cleveland,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,25,NS,***,9/9/2003,9/21/2021,NS Trend,18,NS Trend,NS Trend,cm
Stanley Draper,35.327661,-97.351253,Cleveland,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,0.84,40,NS,***,6/9/1997,10/17/2023,18.1%,26,100,122.06,uS/cm
Stanley Draper,35.327661,-97.351253,Cleveland,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,34,NS,*,10/11/2001,9/21/2021,NS Trend,20,NS Trend,NS Trend,mg/L
Stanley Draper,35.327661,-97.351253,Cleveland,US,Whole Lake,Turbidity (NTU),-2,down,↓↓,-0.7082,22,NS,***,9/9/2003,9/21/2021,-155.5%,18,21,8.22,NTU
Stroud,35.79595,-96.603275,Creek,US,Whole Lake,Chlorophyll (ug/L),1,up,↑,0.209,23,NS,NS,9/24/2003,7/30/2019,52.5%,16,3,6.31,ug/L
Stroud,35.79595,-96.603275,Creek,US,Whole Lake,Total Nitrogen (mg/L),3,up,↑↑↑,0.0156,28,***,**,10/17/2001,7/22/2019,43.5%,18,0.36,0.64,mg/L
Stroud,35.79595,-96.603275,Creek,US,Whole Lake,Secchi (cm),-3,down,↓↓↓,-2.65,22,*,***,9/24/2003,7/22/2019,-54.5%,16,119,77.04,cm
Stroud,35.79595,-96.603275,Creek,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,3.63,26,NS,NS,10/17/2001,8/23/2019,28.8%,18,160,224.83,uS/cm
Stroud,35.79595,-96.603275,Creek,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,28,NS,***,10/17/2001,7/22/2019,NS Trend,18,NS Trend,NS Trend,mg/L
Stroud,35.79595,-96.603275,Creek,US,Whole Lake,Turbidity (NTU),3,up,↑↑↑,0.5337,22,NS,***,9/24/2003,7/22/2019,73.8%,16,3,11.45,NTU
Talawanda#1,34.977739,-95.793492,Pittsburg,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,20,NS,***,1/8/2003,8/11/2021,NS Trend,19,NS Trend,NS Trend,ug/L
Talawanda#1,34.977739,-95.793492,Pittsburg,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,24,*,NS,5/19/1998,8/11/2021,NS Trend,23,NS Trend,NS Trend,mg/L
Talawanda#1,34.977739,-95.793492,Pittsburg,US,Whole Lake,Secchi (cm),-1,down,↓,-3.233,17,NS,*,10/23/2000,9/17/2021,-47.5%,21,210,142.38,cm
Talawanda#1,34.977739,-95.793492,Pittsburg,US,Whole Lake,Conductivity (uS/cm),2,up,↑↑,1.07,24,NS,**,10/25/2000,8/11/2021,24.0%,21,70,92.16,uS/cm
Talawanda#1,34.977739,-95.793492,Pittsburg,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,24,**,NS,5/19/1998,8/11/2021,NS Trend,23,NS Trend,NS Trend,mg/L
Talawanda#1,34.977739,-95.793492,Pittsburg,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,16,NS,***,10/23/2000,8/11/2021,NS Trend,21,NS Trend,NS Trend,NTU
Talawanda#2,34.990225,-95.793439,Pittsburg,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,22,NS,*,1/8/2003,8/11/2021,NS Trend,19,NS Trend,NS Trend,ug/L
Talawanda#2,34.990225,-95.793439,Pittsburg,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,26,NS,NS,5/19/1998,8/11/2021,NS Trend,23,NS Trend,NS Trend,mg/L
Talawanda#2,34.990225,-95.793439,Pittsburg,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,21,NS,***,10/23/2000,8/11/2021,NS Trend,21,NS Trend,NS Trend,cm
Talawanda#2,34.990225,-95.793439,Pittsburg,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,1.75,28,NS,*,10/25/2000,3/16/2021,32.2%,20,75,110.62,uS/cm
Talawanda#2,34.990225,-95.793439,Pittsburg,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,24,NS,***,5/19/1998,8/11/2021,NS Trend,23,NS Trend,NS Trend,mg/L
Talawanda#2,34.990225,-95.793439,Pittsburg,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,21,NS,***,10/23/2000,8/11/2021,NS Trend,21,NS Trend,NS Trend,NTU
Tecumseh,35.295764,-96.954878,Pottawatomie,US,Whole Lake,Chlorophyll (ug/L),0,N/A,NS Trend,N/A,15,NS,***,12/3/2003,7/25/2018,NS Trend,15,NS Trend,NS Trend,ug/L
Tecumseh,35.295764,-96.954878,Pottawatomie,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,24,NS,***,5/13/1998,7/25/2018,NS Trend,20,NS Trend,NS Trend,mg/L
Tecumseh,35.295764,-96.954878,Pottawatomie,US,Whole Lake,Secchi (cm),99,N/A,NEI,N/A,12,NS,***,NEI,NEI,NEI,NEI,NEI,NEI,cm
Tecumseh,35.295764,-96.954878,Pottawatomie,US,Whole Lake,Conductivity (uS/cm),0,N/A,NS Trend,N/A,25,NS,***,5/13/1998,4/25/2018,NS Trend,20,NS Trend,NS Trend,uS/cm
Tecumseh,35.295764,-96.954878,Pottawatomie,US,Whole Lake,Total Phosphorus (mg/L),-3,down,↓↓↓,-0.04446,23,NS,*,5/13/1998,8/30/2018,119.1%,20,0.145,-0.76,mg/L
Tecumseh,35.295764,-96.954878,Pottawatomie,US,Whole Lake,Turbidity (NTU),99,N/A,NEI,N/A,12,NS,***,NEI,NEI,NEI,NEI,NEI,NEI,NTU
TenkillerFerry,35.600017,-95.044628,Sequoyah,US,Whole Lake,Chlorophyll (ug/L),1,up,↑,0.1789,60,**,***,10/6/1999,9/27/2022,32.6%,23,8.5,12.61,ug/L
TenkillerFerry,35.600017,-95.044628,Sequoyah,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,39,***,***,10/6/1999,9/27/2022,NS Trend,23,NS Trend,NS Trend,mg/L
TenkillerFerry,35.600017,-95.044628,Sequoyah,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,35,***,***,10/6/1999,9/27/2022,NS Trend,23,NS Trend,NS Trend,cm
TenkillerFerry,35.600017,-95.044628,Sequoyah,US,Whole Lake,Conductivity (uS/cm),2,up,↑↑,1.05,39,NS,***,10/6/1999,9/27/2022,12.5%,23,170,194.21,uS/cm
TenkillerFerry,35.600017,-95.044628,Sequoyah,US,Whole Lake,Total Phosphorus (mg/L),-3,down,↓↓↓,-0.00106,36,***,NS,10/6/1999,11/7/2022,-96.0%,23,0.05,0.03,mg/L
TenkillerFerry,35.600017,-95.044628,Sequoyah,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,39,**,***,10/6/1999,9/27/2022,NS Trend,23,NS Trend,NS Trend,NTU
Texoma,33.829969,-96.576756,Bryan,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.5806,35,***,***,2/10/2003,10/23/2021,47.5%,19,12,22.86,ug/L
Texoma,33.829969,-96.576756,Bryan,US,Whole Lake,Total Nitrogen (mg/L),1,up,↑,0.006949,33,***,NS,10/28/2002,10/24/2021,15.9%,19,0.7,0.83,mg/L
Texoma,33.829969,-96.576756,Bryan,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,29,***,***,11/29/2004,9/20/2021,NS Trend,17,NS Trend,NS Trend,cm
Texoma,33.829969,-96.576756,Bryan,US,Whole Lake,Conductivity (uS/cm),99,N/A,NEI,N/A,16,***,NS,NEI,NEI,NEI,NEI,NEI,NEI,uS/cm
Texoma,33.829969,-96.576756,Bryan,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,33,***,*,10/28/2002,9/20/2021,NS Trend,19,NS Trend,NS Trend,mg/L
Texoma,33.829969,-96.576756,Bryan,US,Whole Lake,Turbidity (NTU),0,N/A,NS Trend,N/A,24,***,***,11/29/2004,9/20/2021,NS Trend,17,NS Trend,NS Trend,NTU
Thunderbird,35.223333,-97.220833,Cleveland,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.649,279,,,4/27/2000,10/26/2022,53.9%,23,12.5,27.11,ug/L
Thunderbird,35.223333,-97.220833,Cleveland,US,Whole Lake,Total Nitrogen (mg/L),3,up,↑↑↑,0.01044,233,,,6/24/1998,10/26/2022,24.1%,24,0.8,1.05,mg/L
Thunderbird,35.223333,-97.220833,Cleveland,US,Whole Lake,Secchi (cm),-3,down,↓↓↓,-0.684,285,,,4/27/2000,10/26/2022,-34.5%,23,60,44.60,cm
Thunderbird,35.223333,-97.220833,Cleveland,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,3.03,303,***,***,4/27/2000,11/9/2022,16.0%,23,360,428.33,uS/cm
Thunderbird,35.223333,-97.220833,Cleveland,US,Whole Lake,Total Phosphorus (mg/L),3,up,↑↑↑,0.001352,230,,,6/24/1998,10/26/2022,45.2%,24,0.04,0.07,mg/L
Thunderbird,35.223333,-97.220833,Cleveland,US,Whole Lake,Turbidity (NTU),3,up,↑↑↑,0.2403,283,,,4/27/2000,10/26/2022,23.1%,23,18,23.41,NTU
TomSteed,34.749953,-98.968383,Kiowa,US,Whole Lake,Chlorophyll (ug/L),3,up,↑↑↑,0.4285,29,NS,***,12/31/2002,10/3/2020,52.1%,18,7,14.61,ug/L
TomSteed,34.749953,-98.968383,Kiowa,US,Whole Lake,Total Nitrogen (mg/L),3,up,↑↑↑,0.01829,34,NS,***,10/13/1999,9/1/2020,43.3%,21,0.5,0.88,mg/L
TomSteed,34.749953,-98.968383,Kiowa,US,Whole Lake,Secchi (cm),0,N/A,NS Trend,N/A,23,NS,***,9/8/2004,9/1/2020,NS Trend,16,NS Trend,NS Trend,cm
TomSteed,34.749953,-98.968383,Kiowa,US,Whole Lake,Conductivity (uS/cm),3,up,↑↑↑,18.62,38,NS,***,10/12/1999,10/16/2023,38.3%,24,720,1167.39,uS/cm
TomSteed,34.749953,-98.968383,Kiowa,US,Whole Lake,Total Phosphorus (mg/L),0,N/A,NS Trend,N/A,34,NS,***,10/13/1999,9/1/2020,NS Trend,21,NS Trend,NS Trend,mg/L
TomSteed,34.749953,-98.968383,Kiowa,US,Whole Lake,Turbidity (NTU),-3,down,↓↓↓,-1.221,27,NS,***,9/8/2004,9/30/2020,-119.8%,16,36,16.38,NTU
Walters,34.376239,-98.334631,Cotton,US,Whole Lake,Chlorophyll (ug/L),99,N/A,NEI,N/A,15,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ug/L
Walters,34.376239,-98.334631,Cotton,US,Whole Lake,Total Nitrogen (mg/L),0,N/A,NS Trend,N/A,20,,,6/15/1998,9/11/2017,NS Trend,19,NS Trend,NS Trend,ug/L
Walters,34.376239,-98.334631,Cotton,US,Whole Lake,Secchi (cm),99,N/A,NEI,N/A,15,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ug/L
Walters,34.376239,-98.334631,Cotton,US,Whole Lake,Conductivity (uS/cm),0,N/A,NS Trend,N/A,20,NS,***,11/28/2000,9/11/2017,NS Trend,17,NS Trend,NS Trend,uS/cm
