Stream,WaterbodySiteName,County,State,Country,USGS_ID,Monitoring_ID,Parameter,TrendConc,TrendConcNum,ConcentrationTrend,ChangeinConc_mg,Units_mg,ChangeinConc_ug,Units_ug,PerChangeConc,TrendFlux,TrendFluxNum,FluxTrend,ChangeinFlux,PerChangeFlux,Method,Latitude,Longitude,N
Red River,Red River Near Burkburnett,Cotton,OK,US,,,Dissolved oxygen,Likely Downward,1,↓,-0.2728,mg/L,-0.2728,mg/L,-0.2218,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,34.11,-98.53,37
Red River,Red River Near Burkburnett,Cotton,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.11,-98.53,37
Red River,Red River Near Burkburnett,Cotton,OK,US,,,Chlorophyll a,Highly Likely Upward,-3,↑↑↑,4.147,ug/L,4.147,ug/L,0.5259,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,34.11,-98.53,40
Red River,Red River Near Burkburnett,Cotton,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.11,-98.53,40
Red River,Red River Near Burkburnett,Cotton,OK,US,,,Specific Conductance,Highly Likely Downward,3,↓↓↓,-1103,uS/cm,-1103,uS/cm,-1.2969,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.11,-98.53,37
Red River,Red River Near Burkburnett,Cotton,OK,US,,,Total hardness,Somewhat Likely Downward,2,↓↓,-90.94,mg/L,-90.94,mg/L,-0.506,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,34.11,-98.53,37
Red River,Red River Near Burkburnett,Cotton,OK,US,,,Total Nitrogen,Likely Upward,-1,↑,0.1479,mg/L,147.9,ug/L,0.3974,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,34.11,-98.53,40
Red River,"Red River, US 183, Davidson",Tillman,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.21,-99.08,210
Red River,"Red River, US 183, Davidson",Tillman,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.05156,mg/L,0.05156,mg/L,0.1242,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.21,-99.08,208
Red River,"Red River, US 183, Davidson",Tillman,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.1316,deg C,0.1316,deg C,0.1533,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.21,-99.08,208
Red River,"Red River, US 183, Davidson",Tillman,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.21,-99.08,109
Red River,"Red River, US 183, Davidson",Tillman,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.21,-99.08,179
Red River,"Red River, US 183, Davidson",Tillman,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,89.29,uS/cm,89.29,uS/cm,0.24,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.21,-99.08,209
Red River,"Red River, US 183, Davidson",Tillman,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,11.52,mg/L,11.52,mg/L,0.1908,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.21,-99.08,210
Red River,"Red River, US 183, Davidson",Tillman,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.03071,mg/L,30.71,ug/L,0.3374,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.21,-99.08,182
Red River,"Red River, US 259, Harris",Mccurtain,OK,US,7336820,410100010010-001AT,Total Nitrogen,No Likely Trend,0,No Significant Trend,-0.00938,mg/L,-9.38,ug/L,-0.0093,Likely Downward,1,↓,-0.816 10^6 kg/year,-0.0665,EGRET,33.69,-94.69,
Red River,"Red River, US 259, Harris",Mccurtain,OK,US,7336820,410100010010-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,0.00478,mg/L,4.78,ug/L,0.0385,No Likely Trend,0,No Significant Trend,-0.0671 10^6 kg/year,-0.0333,EGRET,33.69,-94.69,
Red River,"Red River, US 259, Harris",Mccurtain,OK,US,7336820,410100010010-001AT,Specific Conductance,No Likely Trend,0,No Significant Trend,77.6,uS/cm,77.6,uS/cm,0.0786,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.69,-94.69,
Red River,"Red River, US 259, Harris",Mccurtain,OK,US,7336820,410100010010-001AT,Total hardness,No Likely Trend,0,No Significant Trend,-8.93,mg/L,-8.93,mg/L,-0.0332,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.69,-94.69,
Red River,"Red River, US 259, Harris",Mccurtain,OK,US,7336820,410100010010-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,-3.17,ug/L,-3.17,ug/L,-0.1276,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.69,-94.69,
Red River,"Red River, US 259, Harris",Mccurtain,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.69,-94.69,180
Red River,"Red River, US 259, Harris",Mccurtain,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.04487,mg/L,0.04487,mg/L,0.1222,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.69,-94.69,177
Red River,"Red River, US 259, Harris",Mccurtain,OK,US,,,"Temperature, water",Somewhat Likely Upward,-2,↑↑,0.06022,deg C,0.06022,deg C,0.0695,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.69,-94.69,177
Red River,"Red River, US 271, Hugo",Choctaw,OK,US,7335500,410400010010-001AT,Total Nitrogen,No Likely Trend,0,No Significant Trend,-0.0573,mg/L,-57.3,ug/L,-0.0543,Likely Downward,1,↓,-3.86 10^6 kg/year,-29.77,EGRET,33.88,-95.5,
Red River,"Red River, US 271, Hugo",Choctaw,OK,US,7335500,410400010010-001AT,Total Phosphorus,Likely Downward,1,↓,-0.511,mg/L,-511,ug/L,-0.5165,Somewhat Likely Downward,2,↓↓,-2.19 10^6 kg/year,-0.6258,EGRET,33.88,-95.5,
Red River,"Red River, US 271, Hugo",Choctaw,OK,US,7335500,410400010010-001AT,Specific Conductance,Likely Upward,-1,↑,165,uS/cm,165,uS/cm,0.1575,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.88,-95.5,
Red River,"Red River, US 271, Hugo",Choctaw,OK,US,7335500,410400010010-001AT,Total hardness,No Likely Trend,0,No Significant Trend,8.53,mg/L,8.53,mg/L,0.0296,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.88,-95.5,
Red River,"Red River, US 271, Hugo",Choctaw,OK,US,7335500,410400010010-001AT,Chlorophyll a,Likely Downward,1,↓,-3.16,ug/L,-3.16,ug/L,-0.1479,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.88,-95.5,
Red River,"Red River, US 271, Hugo",Choctaw,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-0.5346,NTU,-0.5346,NTU,-0.4313,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.88,-95.5,164
Red River,"Red River, US 271, Hugo",Choctaw,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.0911,mg/L,0.0911,mg/L,0.1946,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.88,-95.5,162
Red River,"Red River, US 271, Hugo",Choctaw,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.114,deg C,0.114,deg C,0.1249,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.88,-95.5,163
Red River,"Red River, US 81, Terral",Jefferson,OK,US,7315500,311100010190-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,1.09,mg/L,1090,ug/L,0.6872,Highly Likely Upward,-3,↑↑↑,2.35 10^6 kg/year,0.7784,EGRET,33.88,-97.93,
Red River,"Red River, US 81, Terral",Jefferson,OK,US,7315500,311100010190-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,0.0085,mg/L,8.5,ug/L,0.0241,Likely Upward,-1,↑,0.476 10^6 kg/year,0.46,EGRET,33.88,-97.93,
Red River,"Red River, US 81, Terral",Jefferson,OK,US,7315500,311100010190-001AT,Specific Conductance,No Likely Trend,0,No Significant Trend,100,uS/cm,100,uS/cm,0.0198,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.88,-97.93,
Red River,"Red River, US 81, Terral",Jefferson,OK,US,7315500,311100010190-001AT,Total hardness,Likely Upward,-1,↑,94.7,mg/L,94.7,mg/L,0.1191,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.88,-97.93,
Red River,"Red River, US 81, Terral",Jefferson,OK,US,7315500,311100010190-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,-9.12,ug/L,-9.12,ug/L,-0.121,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,33.88,-97.93,
Red River,"Red River, US 81, Terral",Jefferson,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.88,-97.93,174
Red River,"Red River, US 81, Terral",Jefferson,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.1115,deg C,0.1115,deg C,0.1269,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.88,-97.93,174
Red River,"Red River, US 81, Terral",Jefferson,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-1.522,NTU,-1.522,NTU,-0.5211,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,33.88,-97.93,174
Sager Creek,"Sager Creek, off US 412, West Siloam Springs",Delaware,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.2,-94.61,107
Sager Creek,"Sager Creek, off US 412, West Siloam Springs",Delaware,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.2,-94.61,107
Sager Creek,"Sager Creek, off US 412, West Siloam Springs",Delaware,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.2,-94.61,103
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, SH 8, near Ingersol",Alfalfa,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-1.048,NTU,-1.048,NTU,-1.4295,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.82,-98.36,159
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, SH 8, near Ingersol",Alfalfa,OK,US,,,Dissolved oxygen,Likely Upward,-1,↑,0.02942,mg/L,0.02942,mg/L,0.0684,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.82,-98.36,157
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, SH 8, near Ingersol",Alfalfa,OK,US,,,"Temperature, water",Likely Downward,1,↓,-0.1023,deg C,-0.1023,deg C,-0.1298,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.82,-98.36,158
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, SH 8, near Ingersol",Alfalfa,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.82,-98.36,64
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, SH 8, near Ingersol",Alfalfa,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.82,-98.36,159
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, SH 8, near Ingersol",Alfalfa,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,18.21,uS/cm,18.21,uS/cm,0.1771,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.82,-98.36,158
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, SH 8, near Ingersol",Alfalfa,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,4.685,mg/L,4.685,mg/L,0.1101,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.82,-98.36,157
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, SH 8, near Ingersol",Alfalfa,OK,US,,,Total Nitrogen,Somewhat Likely Upward,-2,↑↑,0.007813,mg/L,7.813,ug/L,0.1754,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.82,-98.36,158
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, US 77, Tonkawa",Kay,OK,US,7151000,621000010010-001AT,Total Nitrogen,Somewhat Likely Upward,-2,↑↑,0.507,mg/L,507,ug/L,0.4054,No Likely Trend,0,No Significant Trend,-0.0389 10^6 kg/year,-0.0258,EGRET,36.67,-97.31,
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, US 77, Tonkawa",Kay,OK,US,7151000,621000010010-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,0.0107,mg/L,10.7,ug/L,0.0429,Likely Downward,1,↓,-0.0651 10^6 kg/year,-0.1701,EGRET,36.67,-97.31,
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, US 77, Tonkawa",Kay,OK,US,7151000,621000010010-001AT,Specific Conductance,Somewhat Likely Upward,-2,↑↑,1275,uS/cm,1275,uS/cm,0.3172,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.67,-97.31,
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, US 77, Tonkawa",Kay,OK,US,7151000,621000010010-001AT,Total hardness,Likely Upward,-1,↑,60.3,mg/L,60.3,mg/L,0.1316,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.67,-97.31,
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, US 77, Tonkawa",Kay,OK,US,7151000,621000010010-001AT,Chlorophyll a,Somewhat Likely Upward,-2,↑↑,26.7,ug/L,26.7,ug/L,0.6178,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.67,-97.31,
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, US 77, Tonkawa",Kay,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.1019,mg/L,0.1019,mg/L,0.197,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.67,-97.31,159
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, US 77, Tonkawa",Kay,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.67,-97.31,158
Salt Fork of the Arkansas River,"Salt Fork of The Arkansas River, US 77, Tonkawa",Kay,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-0.9923,NTU,-0.9923,NTU,-1.3122,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.67,-97.31,157
Salt Fork of the Red River,"Salt Fork of The Red River, off US 283, Elmer",Jackson,OK,US,7301110,311600020010-002AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,1.5,mg/L,1500,ug/L,0.8176,Highly Likely Upward,-3,↑↑↑,0.218 10^6 kg/year,1.3852,EGRET,34.48,-99.38,
Salt Fork of the Red River,"Salt Fork of The Red River, off US 283, Elmer",Jackson,OK,US,7301110,311600020010-002AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,0.0011,mg/L,1.1,ug/L,0.0066,No Likely Trend,0,No Significant Trend,0.06657 10^6 kg/year,1.5548,EGRET,34.48,-99.38,
Salt Fork of the Red River,"Salt Fork of The Red River, off US 283, Elmer",Jackson,OK,US,7301110,311600020010-002AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,647,uS/cm,647,uS/cm,0.1745,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.48,-99.38,
Salt Fork of the Red River,"Salt Fork of The Red River, off US 283, Elmer",Jackson,OK,US,7301110,311600020010-002AT,Total hardness,Highly Likely Upward,-3,↑↑↑,548,mg/L,548,mg/L,0.4265,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.48,-99.38,
Salt Fork of the Red River,"Salt Fork of The Red River, off US 283, Elmer",Jackson,OK,US,7301110,311600020010-002AT,Chlorophyll a,Likely Upward,-1,↑,6.28,ug/L,6.28,ug/L,0.2319,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.48,-99.38,
Salt Fork of the Red River,"Salt Fork of The Red River, off US 283, Elmer",Jackson,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.48,-99.38,214
Salt Fork of the Red River,"Salt Fork of The Red River, off US 283, Elmer",Jackson,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.48,-99.38,212
Salt Fork of the Red River,"Salt Fork of The Red River, off US 283, Elmer",Jackson,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.48,-99.38,212
Salt Fork of the Red River,"Salt Fork of The Red River, SH 34, Mangum",Greer,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-1.119,NTU,-1.119,NTU,-1.0569,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.86,-99.51,53
Salt Fork of the Red River,"Salt Fork of The Red River, SH 34, Mangum",Greer,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.86,-99.51,52
Salt Fork of the Red River,"Salt Fork of The Red River, SH 34, Mangum",Greer,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.86,-99.51,52
Salt Fork of the Red River,"Salt Fork of The Red River, SH 34, Mangum",Greer,OK,US,,,Total Phosphorus,Somewhat Likely Downward,2,↓↓,-0.001121,mg/L,-1.121,ug/L,-0.6288,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.86,-99.51,53
Salt Fork of the Red River,"Salt Fork of The Red River, SH 34, Mangum",Greer,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.86,-99.51,50
Salt Fork of the Red River,"Salt Fork of The Red River, SH 34, Mangum",Greer,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.86,-99.51,53
Salt Fork of the Red River,"Salt Fork of The Red River, SH 34, Mangum",Greer,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.86,-99.51,53
Sandy Creek,"Sandy Creek, SH 6, Eldorado",Jackson,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-0.4535,NTU,-0.4535,NTU,-0.516,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-99.66,163
Sandy Creek,"Sandy Creek, SH 6, Eldorado",Jackson,OK,US,,,Dissolved oxygen,Likely Downward,1,↓,-0.08377,mg/L,-0.08377,mg/L,-0.1856,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-99.66,159
Sandy Creek,"Sandy Creek, SH 6, Eldorado",Jackson,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-99.66,159
Sandy Creek,"Sandy Creek, SH 6, Eldorado",Jackson,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-99.66,47
Sandy Creek,"Sandy Creek, SH 6, Eldorado",Jackson,OK,US,,,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.002103,mg/L,-2.103,ug/L,-0.8993,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-99.66,165
Sandy Creek,"Sandy Creek, SH 6, Eldorado",Jackson,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,41.66,uS/cm,41.66,uS/cm,0.0965,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-99.66,159
Sandy Creek,"Sandy Creek, SH 6, Eldorado",Jackson,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,30.56,mg/L,30.56,mg/L,0.2403,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-99.66,162
Sandy Creek,"Sandy Creek, SH 6, Eldorado",Jackson,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.02979,mg/L,29.79,ug/L,0.1648,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.46,-99.66,165
Skeleton Creek,"Skeleton Creek, SH 74, near Lovell",Logan,OK,US,7160500,620910030010-001AT,Total Nitrogen,Somewhat Likely Downward,2,↓↓,-1.03,mg/L,-1030,ug/L,-0.1827,Highly Likely Upward,-3,↑↑↑,0.164 10^6 kg/year,0.3666,EGRET,36.06,-97.59,
Skeleton Creek,"Skeleton Creek, SH 74, near Lovell",Logan,OK,US,7160500,620910030010-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.179,mg/L,-179,ug/L,0.3233,Likely Upward,-1,↑,0.0231 10^6 kg/year,0.2272,EGRET,36.06,-97.59,
Skeleton Creek,"Skeleton Creek, SH 74, near Lovell",Logan,OK,US,7160500,620910030010-001AT,Specific Conductance,No Likely Trend,0,No Significant Trend,67,uS/cm,67,uS/cm,0.0398,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.06,-97.59,
Skeleton Creek,"Skeleton Creek, SH 74, near Lovell",Logan,OK,US,7160500,620910030010-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,98.1,mg/L,98.1,mg/L,0.2783,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.06,-97.59,
Skeleton Creek,"Skeleton Creek, SH 74, near Lovell",Logan,OK,US,7160500,620910030010-001AT,Chlorophyll a,Likely Upward,-1,↑,22.6,ug/L,22.6,ug/L,0.4424,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.06,-97.59,
Skeleton Creek,"Skeleton Creek, SH 74, near Lovell",Logan,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-1.63,NTU,-1.63,NTU,-0.6764,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.06,-97.59,178
Skeleton Creek,"Skeleton Creek, SH 74, near Lovell",Logan,OK,US,,,Dissolved oxygen,Likely Upward,-1,↑,0.03372,mg/L,0.03372,mg/L,0.0808,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.06,-97.59,176
Skeleton Creek,"Skeleton Creek, SH 74, near Lovell",Logan,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.06,-97.59,177
Spring Creek,"Spring Creek, off US 412, Murphy",Mayes,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-95.19,164
Spring Creek,"Spring Creek, off US 412, Murphy",Mayes,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.05861,mg/L,0.05861,mg/L,0.1494,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-95.19,168
Spring Creek,"Spring Creek, off US 412, Murphy",Mayes,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.06203,deg C,0.06203,deg C,0.0863,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-95.19,168
Spring Creek,"Spring Creek, off US 412, Murphy",Mayes,OK,US,,,Chlorophyll a,Highly Likely Upward,-3,↑↑↑,0.01914,ug/L,0.01914,ug/L,0.4325,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-95.19,109
Spring Creek,"Spring Creek, off US 412, Murphy",Mayes,OK,US,,,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.0001836,mg/L,-0.1836,ug/L,-0.4281,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-95.19,172
Spring Creek,"Spring Creek, off US 412, Murphy",Mayes,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,1.726,uS/cm,1.726,uS/cm,0.2202,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-95.19,166
Spring Creek,"Spring Creek, off US 412, Murphy",Mayes,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,0.4477,mg/L,0.4477,mg/L,0.1286,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-95.19,167
Spring Creek,"Spring Creek, off US 412, Murphy",Mayes,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.009522,mg/L,9.522,ug/L,0.3324,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-95.19,174
Spring River,"Spring River, off SH 137, Quapaw",Ottawa,OK,US,7188000,121600070010-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.887,mg/L,887,ug/L,0.4475,Highly Likely Upward,-3,↑↑↑,3.78 10^6 kg/year,0.7581,EGRET,36.93,-94.75,
Spring River,"Spring River, off SH 137, Quapaw",Ottawa,OK,US,7188000,121600070010-001AT,Total Phosphorus,Likely Downward,1,↓,-0.0315,mg/L,-31.5,ug/L,-0.1341,Highly Likely Upward,-3,↑↑↑,0.275 10^6 kg/year,0.449,EGRET,36.93,-94.75,
